Name,CountryOperatorOwner,OperatorOwner,Users,Purpose,ApogeeKM,LaunchMassKG,DateOfLaunch,LaunchSite
"Grace 1 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",Germany/USA,"GeoForschungsZentrum (GFZ)/Center for Space Research, University of Texas",Civil,Earth Observation,404,480,3/17/2002,Plesetsk Cosmodrome
"Grace 2 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",Germany/USA,"GeoForschungsZentrum (GFZ)/Center for Space Research, University of Texas",Civil,Earth Observation,404,480,3/17/2002,Plesetsk Cosmodrome
"Greenhouse Gases Observing Satellite (Ibuki, GoSAT)",Japan,Japan Aerospace Exploration Agency (JAXA),Civil,Earth Observation,670,1750,1/23/2009,Tanegashima Space Center
GRIFEX (GEO-CAPE ROIC In-Flight Performance Experiment),USA,University of Michigan/NASA Earth Science Technology Office,Government/Civil,Technology Development,659,4,1/31/2015,Vandenberg AFB
GSAT-10,India,Indian Space Research Organization (ISRO),Government,Communications,35795,3400,9/28/2012,Guiana Space Center
GSAT-12,India,Indian Space Research Organization (ISRO),Government,Communications,35811,1410,7/15/2011,Satish Dhawan Space Center
GSAT-14,India,Indian Space Research Organization (ISRO),Government,Communications,35810,1982,1/5/2014,Satish Dhawan Space Center
GSAT-15,India,Indian Space Research Organization (ISRO),Government,Communications,35805,3164,1/10/2015,Guiana Space Center
GSAT-16,India,Indian Space Research Organization (ISRO),Government,Communications,35798,3181,12/6/2014,Guiana Space Center
GSAT-18,India,Indian Space Research Organization (ISRO),Government,Communications,35812,3404,10/5/2016,Guiana Space Center
GSAT-2,India,Indian Space Research Organization (ISRO),Government,Communications/Technology Development,35796,1825,5/8/2003,Satish Dhawan Space Center
GSAT-6 (Insat 4-E),India,Indian National Satellite (INSAT),Government/Commercial,Communications,35775,2110,8/27/2015,Satish Dhawan Space Center
GSAT-7,India,Indian National Satellite System,Military,Communications,35814,2650,8/29/2013,Guiana Space Center
GSAT-8,India,Indian Space Research Organization (ISRO),Government,Communications/Navigation,35796,3093,5/20/2011,Guiana Space Center
"GSSAP 1 (Geosynchronous Space Situational Awareness Program, USA 253)",USA,Air Force Satellite Control Network,Military,Space Observation,35784,,7/28/2014,Cape Canaveral
"GSSAP 2 (Geosynchronous Space Situational Awareness Program, USA 254)",USA,Air Force Satellite Control Network,Military,Space Observation,35795,,7/28/2014,Cape Canaveral
"GSSAP 3 (Geosynchronous Space Situational Awareness Program, USA 270)",USA,Air Force Satellite Control Network,Military,Space Observation,35820,,8/19/2016,Cape Canaveral
"GSSAP 4 (Geosynchronous Space Situational Awareness Program, USA 271)",USA,Air Force Satellite Control Network,Military,Space Observation,35899,,8/19/2016,Cape Canaveral
Haiyang 2A (HY 2A),China,State Oceanic Administration (SOA),Government,Earth Observation,967,1500,8/15/2011,Taiyuan Launch Center
Helios 2A,France/Italy/Belgium/Spain/Greece,Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,Earth Observation,683,4200,12/18/2004,Guiana Space Center
Helios 2B,France/Italy/Belgium/Spain/Greece,Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,Earth Observation,682,4200,12/18/2009,Guiana Space Center
"HellasSat 2 (Intelsat K-TV, NSS K-TV)",Greece,Hellas-Sat Consortium Ltd.,Commercial,Communications,35803,3300,5/12/2003,Cape Canaveral
"HESSI (RHESSI, Reuven Ramaty High Energy Solar Spectroscopic Imager)",USA,"Space Sciences Laboratory, UC Berkeley/NASA",Government/Civil,Space Science,551,293,2/5/2002,Cape Canaveral
Himawari 8,Japan,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Government,Earth Observation,35797,3500,10/7/2014,Tanegashima Space Center
Himawari 9,Japan,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Government,Earth Observation,35799,3500,11/2/2016,Tanegashima Space Center
Hinode (Solar B),Multinational,Institute of Space and Aeronautical Science/NASA,Government,Space Science,696,700,10/22/2006,Uchinoura Space Center
"Hisaki (Sprint A, Spectroscopic Planet Observatory for Recognition of Interaction of Atmosphere)",Japan,Japan Aerospace Exploration Agency (JAXA),Government,Space Science,1155,348,9/14/2013,Uchinoura Space Center
Hispasat 1C,Spain,Hispasat,Commercial/Gov/Mil,Communications,35808,3112,2/4/2000,Cape Canaveral
Hispasat 1D,Spain,Hispasat,Commercial/Gov/Mil,Communications,35809,3288,9/18/2002,Cape Canaveral
Hispasat 1E,Spain,Hispasat,Commercial,Communications,35786,5320,12/29/2010,Guiana Space Center
HJ-1A (Huan Jing 1A),China,National Remote Sensing Center (NRSCC),Government,Earth Observation,665,470,9/5/2008,Taiyuan Launch Center
HJ-1B (Huan Jing 1B),China,National Remote Sensing Center (NRSCC),Government,Earth Observation,673,470,9/5/2008,Taiyuan Launch Center
HJ-1C (Huan Jing 1C),China,National Committee for Disaster Reduction and State Environmental Protection,Government,Earth Observation,438,890,11/18/2012,Taiyuan Launch Center
Hodoyoshi-1,Japan,University of Tokyo and NESTRA,Government,Earth Observation,525,65,11/6/2014,Dombarovsky Air Base
Hodoyoshi-3,Japan,University of Tokyo and NESTRA,Government,Technology Development,666,60,6/19/2014,Dombarovsky Air Base
Hodoyoshi-4,Japan,University of Tokyo and NESTRA,Government,Technology Development,650,60,6/19/2014,Dombarovsky Air Base
Horizons 2,USA/Japan,"Horizons 2 Satellite, LLC (Intelsat, Sky Perfect JSAT Corporation)",Commercial,Communications,35796,2300,12/21/2007,Guiana Space Center
Horyu-2 (High Voltage Technology Demonstration Satellite-2),Japan,Kyushu Institute of Technology (KIT),Civil,Technology Development,669,7,5/17/2012,Tanegashima Space Center
Horyu-4 (Arc Event Generator and Investigation Satellite - AEGIS),Japan,Kyushu Institute of Technology (KIT),Civil,Technology Development,579,10,2/17/2016,Tanegashima Space Center
"Hubble Space Telescope (HST, Space Telescope)",ESA/USA,European Space Agency/NASA,Government,Space Science,559,11110,4/25/1990,Cape Canaveral
HumSat-D,Spain,University of Vigo,Civil,Technology Development,640,1,11/21/2013,Dombarovsky Air Base
HYLAS 1 (Highly Adaptable Satellite),United Kingdom,"Avanti Communications, PLC",Commercial,Communications,35803,2242,11/26/2010,Guiana Space Center
HYLAS 2 (Highly Adaptable Satellite),United Kingdom,"Avanti Communications, PLC",Commercial,Communications,35799,3311,8/2/2012,Guiana Space Center
"IGS-5A (Information Gathering Satellite 5A, IGS Optical 3)",Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,492,1600,11/28/2009,Tanegashima Space Center
"IGS-6A (Information Gathering Satellite 6A, IGS Optical 4)",Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,591,1600,9/23/2011,Tanegashima Space Center
"IGS-7A (Information Gathering Satellite 7A, IGS Radar 3)",Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,514,1600,12/12/2011,Tanegashima Space Center
"IGS-8A (Information Gathering Satellite 8A, IGS Radar 4)",Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,514,1600,1/27/2013,Tanegashima Space Center
"IGS-8B (Information Gathering Satellite 8B, IGS Optical Demonstrator)",Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,523,1600,1/27/2013,Tanegashima Space Center
"IGS-9A (Information Gathering Satellite 9A, IGS Radar 5)",Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,510,1600,1/31/2015,Tanegashima Space Center
"IGS-9B (Information Gathering Satellite 9B, IGS Optical 5)",Japan,Cabinet Satellite Intelligence Center (CSIC),Government,Earth Observation,515,1600,3/26/2015,Tanegashima Space Center
"Improved Trumpet 4 (NROL-22, National Reconnaissance Office Launch-22, SBIRS HEO-1, Twins 1, USA 184)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,37564,4000,6/28/2006,Vandenberg AFB
"Improved Trumpet 5 (NROL-28, National Reconnaissance Office Launch-28, SBIRS HEO-2, Twins 2, USA 200)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,37580,4200,3/13/2008,Vandenberg AFB
"Improved Trumpet 6 (NROL-35, National Reconnaissance Office Launch-35, SBIRS HEO-3, USA 259)",USA,National Reconnaissance Office (NRO),Military,Earth Observation,37746,4200,12/13/2014,Vandenberg AFB
INMARSAT 3 F1,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,35808,2064,4/3/1996,Cape Canaveral
INMARSAT 3 F2,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,35809,2070,9/6/1996,Baikonur Cosmodrome
INMARSAT 3 F3,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,35810,2074,12/18/1996,Cape Canaveral
INMARSAT 3 F4,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,35642,2066,6/3/1997,Guiana Space Center
INMARSAT 3 F5,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,35803,2000,2/4/1998,Guiana Space Center
INMARSAT 4 F1,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,35799,5959,3/11/2005,Cape Canaveral
INMARSAT 4 F2,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,35800,5458,11/8/2005,Sea Launch (Odyssey)
INMARSAT 4 F3,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,35798,5960,8/18/2008,Baikonur Cosmodrome
INMARSAT 5 F1,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,35790,6070,12/8/2013,Baikonur Cosmodrome
INMARSAT 5 F2,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,35789,6105,2/1/2015,Baikonur Cosmodrome
INMARSAT 5 F3,United Kingdom,"INMARSAT, Ltd.",Commercial,Communications,35780,6100,8/28/2015,Baikonur Cosmodrome
INSAT 3A (Indian National Satellite),India,Indian Space Research Organization (ISRO),Government,Earth Observation,35793,2950,4/9/2003,Guiana Space Center
INSAT 3C (Indian National Satellite),India,Indian Space Research Organization (ISRO),Government,Communications,35809,2750,1/23/2002,Guiana Space Center
INSAT 3D (Indian National Satellite),India,Indian Space Research Organization (ISRO),Government,Earth Observation,35791,2090,7/25/2013,Guiana Space Center
INSAT 3DR (Indian National Satellite),India,Indian Space Research Organization (ISRO),Government,Earth Observation,35851,2200,9/8/2016,Satish Dhawan Space Center
INSAT 4A (Indian National Satellite),India,Indian Space Research Organization (ISRO),Government,Communications,35796,3100,12/21/2005,Guiana Space Center
INSAT 4B (Indian National Satellite),India,Indian Space Research Organization (ISRO),Government,Communications,35811,3028,3/11/2007,Guiana Space Center
INSAT 4CR (Indian National Satellite),India,Indian Space Research Organization (ISRO),Government,Communications,37791,2130,9/2/2007,Satish Dhawan Space Center
Integral (INTErnational Gamma-Ray Astrophysics Laboratory),ESA/USA/Russia,European Space Operations Centre (ESOC)/NASA/Russia,Government,Space Science,156833,4000,10/17/2002,Baikonur Cosmodrome
Intelsat 10 (PAS-10),USA,"PanAmSat (Intelsat, S.A.)",Commercial,Communications,35796,3739,5/14/2001,Baikonur Cosmodrome
Intelsat 10-02 (Thor 4),USA,"Intelsat, S.A.",Commercial,Communications,35789,5576,6/16/2004,Baikonur Cosmodrome
Intelsat 11 (PAS 11),USA,"PanAmSat (Intelsat, S.A.)",Commercial,Communications,35795,2491,10/5/2007,Guiana Space Center
"Intelsat 12 (Europe*Star 1, Europe*Star FM1, IS-12, PAS-12)",USA,"Intelsat, S.A.",Commercial,Communications,35796,4167,10/29/2000,Guiana Space Center
Intelsat 14 (IS-14),USA,"Intelsat, S.A.",Commercial,Communications,35800,5613,11/23/2009,Cape Canaveral
"Intelsat 15 (IS-15, JCSat 85)",USA,"Intelsat, S.A./Sky Perfect JSAT Corp.",Commercial,Communications,35798,2550,11/30/2009,Baikonur Cosmodrome
Intelsat 16 (IS-16),USA,"Intelsat, S.A.",Commercial,Communications,35791,2450,2/12/2010,Baikonur Cosmodrome
Intelsat 17 (IS-17),USA,"Intelsat, S.A.",Commercial,Communications,35804,5540,11/26/2010,Guiana Space Center
Intelsat 18 (IS-18),USA,"Intelsat, S.A.",Commercial,Communications,35797,3200,10/5/2011,Baikonur Cosmodrome
Intelsat 19 (IS-19),USA,"Intelsat, S.A.",Commercial,Communications,35801,5600,6/1/2012,Sea Launch (Odyssey)
"Intelsat 1R (IS-1R, PAS-1R, PanAmSat 1R)",USA,"PanAmSat (Intelsat, S.A.)",Commercial,Communications,35788,4793,11/15/2000,Guiana Space Center
Intelsat 20 (IS-20),USA,"Intelsat, S.A.",Commercial,Communications,35790,6094,8/2/2012,Guiana Space Center
Intelsat 21 (IS-21),USA,"Intelsat, S.A.",Commercial,Communications,35811,5984,8/19/2012,Sea Launch (Odyssey)
Intelsat 22,USA,"Intelsat, S.A.",Commercial,Communications,35792,6199,3/25/2012,Baikonur Cosmodrome
Intelsat 23,USA,"Intelsat, S.A.",Commercial,Communications,35797,3200,10/14/2012,Baikonur Cosmodrome
"Intelsat 25 (IS-25, Protostar 1, Chinasat 8)",USA,"Intelsat, S.A.",Commercial,Communications,35793,4100,7/7/2008,Guiana Space Center
"Intelsat 26 (JCSat R, JCSAT-4, Japan Communications Satellite 4)",USA,"Intelsat, S.A.",Commercial,Communications,35794,3124,2/16/1997,Cape Canaveral
Intelsat 29E,USA,"Intelsat, S.A.",Commercial,Communications,35788,6500,1/27/2016,Guiana Space Center
Intelsat 30/DLA 1,USA,"Intelsat, S.A.",Commercial,Communications,35793,6220,10/16/2014,Guiana Space Center
Intelsat 31/DLA 2,USA,"Intelsat, S.A.",Commercial,Communications,35860,6450,6/9/2016,Baikonur Cosmodrome
Intelsat 33 (IS-33),USA,"Intelsat, S.A.",Commercial,Communications,36152,6600,8/24/2016,Guiana Space Center
Intelsat 34,USA,"Intelsat, S.A.",Commercial,Communications,35811,3300,8/20/2015,Guiana Space Center
Intelsat 36 (IS-36),USA,"Intelsat, S.A.",Commercial,Communications,35801,3250,8/24/2016,Guiana Space Center
"Intelsat 5 (Arabsat 2C, Panamsat-5, PAS-5)",USA,"Intelsat, S.A.",Commercial,Communications,35798,2730,8/28/1997,Baikonur Cosmodrome
Intelsat 701,USA,"Intelsat, S.A.",Commercial,Communications,35797,3642,10/22/1993,Guiana Space Center
Intelsat 702,USA,"Intelsat, S.A.",Commercial,Communications,35796,3642,6/17/1994,Guiana Space Center
"Intelsat 8 (IS-8, PAS-8) ",USA,"PanAmSat (Intelsat, S.A.)",Commercial,Communications,35798,3592,11/4/1998,Baikonur Cosmodrome
Intelsat 805,USA,"Intelsat, S.A.",Commercial,Communications,35797,3420,6/18/1998,Guiana Space Center
"Intelsat 9 (IS-9, PAS-9) ",USA,"PanAmSat (Intelsat, S.A.)",Commercial,Communications,35792,3659,7/28/2000,Sea Launch (Odyssey)
Intelsat 901,USA,"Intelsat, S.A.",Commercial,Communications,35798,4723,6/9/2001,Cape Canaveral
Intelsat 902,USA,"Intelsat, S.A.",Commercial,Communications,35797,4723,8/30/2001,Guiana Space Center
Intelsat 903,USA,"Intelsat, S.A.",Commercial,Communications,35802,4723,3/30/2002,Guiana Space Center
Intelsat 904,USA,"Intelsat, S.A.",Commercial,Communications,35789,4680,2/23/2002,Baikonur Cosmodrome
Intelsat 905,USA,"Intelsat, S.A.",Commercial,Communications,35805,4723,6/5/2002,Guiana Space Center
Intelsat 906,USA,"Intelsat, S.A.",Commercial,Communications,35796,4723,9/6/2002,Guiana Space Center
Intelsat 907,USA,"Intelsat, S.A.",Commercial,Communications,35803,4685,2/15/2003,Guiana Space Center
Intelsat APR-2 (INSAT 2E),USA,"Intelsat, S.A.",Commercial,Communications,35804,2550,4/3/1999,Xichang Satellite Launch Center
Intelsat New Dawn (Intelsat 28),USA,"Intelsat, S.A.",Commercial,Communications,35892,3000,4/22/2011,Guiana Space Center
International Space Station (ISS [first element Zarya]),Multinational,NASA/Multinational,Government,Space Science,422,,11/20/1998,Baikonur Cosmodrome
Interstellar Boundary EXplorer (IBEX),USA,NASA/Goddard Space Flight Center,Government,Space Science,268679,462,10/19/2008,Kwajalein Island
Iridium 10 (Iridium SV010),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,6/18/1997,Baikonur Cosmodrome
Iridium 11A (Iridium SV088),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,12/19/1998,Taiyuan Launch Center
Iridium 12 (Iridium SV012),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,6/18/1997,Baikonur Cosmodrome
Iridium 13 (Iridium SV013),USA,Iridium Satellite LLC,Government/Commercial,Communications,780,689,6/18/1997,Baikonur Cosmodrome
Iridium 14A (Iridium SV092),USA,Iridium Satellite LLC,Government/Commercial,Communications,711,689,6/11/1999,Taiyuan Launch Center
Iridium 15 (Iridium SV015),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,7/9/1997,Vandenberg AFB
Iridium 18 (Iridium SV018),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,7/9/1997,Vandenberg AFB
Iridium 19 (Iridium SV019),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,9/27/1997,Vandenberg AFB
Iridium 20A (Iridium SVO89),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,12/19/1998,Taiyuan Launch Center
Iridium 21A (Iridium SVO93),USA,Iridium Satellite LLC,Government/Commercial,Communications,780,689,6/11/1999,Taiyuan Launch Center
Iridium 22 (Iridium SV022),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,8/21/1997,Vandenberg AFB
Iridium 23 (Iridium SV023),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,8/21/1997,Vandenberg AFB
Iridium 25 (Iridium SV025),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,8/21/1997,Vandenberg AFB
Iridium 3 (Iridium SV078),USA,Iridium Satellite LLC,Government/Commercial,Communications,780,689,8/19/1998,Taiyuan Launch Center
Iridium 30 (Iridium SV030),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,9/14/1997,Baikonur Cosmodrome
Iridium 31 (Iridium SVO31),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,9/14/1997,Baikonur Cosmodrome
Iridium 32 (Iridium  SV032),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,9/14/1997,Baikonur Cosmodrome
Iridium 34 (Iridium SV034),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,9/27/1997,Vandenberg AFB
Iridium 35 (Iridium SV035),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,9/27/1997,Vandenberg AFB
Iridium 37 (Iridium SV037),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,9/27/1997,Vandenberg AFB
Iridium 40 (Iridium SV040),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,11/9/1997,Vandenberg AFB
Iridium 41 (Iridium SV041),USA,Iridium Satellite LLC,Government/Commercial,Communications,779,689,11/9/1997,Vandenberg AFB
